shipment_id,order_id,ship_date,expected_delivery_date,actual_delivery_date,carrier,shipping_cost
46414,46414,2025-11-10,2025-11-17,2025-11-17,Carrier B,21.73
46415,46415,2025-11-11,2025-11-15,2025-11-13,Carrier B,68.2
46416,46416,2025-11-10,2025-11-16,2025-11-17,Carrier B,75.13
46417,46417,2025-11-12,2025-11-18,2025-11-18,Carrier C,28.43
46418,46418,2025-11-12,2025-11-16,2025-11-16,Carrier D,57.76
46419,46419,2025-11-12,2025-11-17,2025-11-17,Carrier C,74.97
46420,46420,2025-11-12,2025-11-15,2025-11-16,Carrier B,45.84
46421,46421,2025-11-11,2025-11-15,2025-11-16,Carrier B,60.65
46422,46422,2025-11-10,2025-11-16,2025-11-17,Carrier D,21.38
46423,46423,2025-11-10,2025-11-15,2025-11-15,Carrier D,17.81
46424,46424,2025-11-10,2025-11-13,2025-11-18,Carrier D,32.34
46425,46425,2025-11-11,2025-11-18,2025-11-21,Carrier D,59.93
46426,46426,2025-11-12,2025-11-13,2025-11-13,Carrier A,69.44
46427,46427,2025-11-10,2025-11-13,2025-11-14,Carrier A,84.37
46428,46428,2025-11-11,2025-11-14,2025-11-14,Carrier B,45.71
46429,46429,2025-11-10,2025-11-18,2025-11-18,Carrier B,76.76
46430,46430,2025-11-11,2025-11-15,2025-11-15,Carrier A,24.13
46431,46431,2025-11-10,2025-11-13,2025-11-15,Carrier D,44.9
46432,46432,2025-11-11,2025-11-16,2025-11-16,Carrier B,25.9
46433,46433,2025-11-11,2025-11-16,2025-11-18,Carrier B,55.76
46434,46434,2025-11-12,2025-11-15,2025-11-15,Carrier C,67.75
46435,46435,2025-11-12,2025-11-18,2025-11-18,Carrier B,35.7
46436,46436,2025-11-12,2025-11-14,2025-11-19,Carrier B,36.41
46437,46437,2025-11-12,2025-11-14,2025-11-15,Carrier D,44.29
46438,46438,2025-11-12,2025-11-17,2025-11-16,Carrier A,8.24
46439,46439,2025-11-10,2025-11-16,,Carrier B,42.59
46440,46440,2025-11-10,2025-11-13,2025-11-16,Carrier D,68.54
46441,46441,2025-11-10,2025-11-17,2025-11-19,Carrier A,81.38
46442,46442,2025-11-10,2025-11-15,2025-11-15,Carrier B,29.85
46443,46443,2025-11-11,2025-11-16,2025-11-15,Carrier D,69.63
46444,46444,2025-11-13,2025-11-15,2025-11-15,Carrier D,74.31
46445,46445,2025-11-13,2025-11-18,2025-11-18,Carrier C,49.05
46446,46446,2025-11-13,2025-11-17,2025-11-22,Carrier A,44.48
46447,46447,2025-11-13,2025-11-19,2025-11-19,Carrier B,73.96
46448,46448,2025-11-12,2025-11-15,2025-11-20,Carrier A,19.23
46449,46449,2025-11-11,2025-11-14,2025-11-15,Carrier C,41.69
46450,46450,2025-11-12,2025-11-17,2025-11-18,Carrier B,59.92
46451,46451,2025-11-12,2025-11-18,,Carrier D,10.75
46452,46452,2025-11-12,2025-11-18,,Carrier A,59.33
46453,46453,2025-11-13,2025-11-19,2025-11-24,Carrier C,77.57
46454,46454,2025-11-12,2025-11-18,2025-11-18,Carrier C,66.57
46455,46455,2025-11-12,2025-11-14,2025-11-14,Carrier A,44.32
46456,46456,2025-11-11,2025-11-18,2025-11-18,Carrier C,81.82
46457,46457,2025-11-12,2025-11-16,2025-11-16,Carrier B,54.12
46458,46458,2025-11-13,2025-11-19,2025-11-20,Carrier C,17.5
46459,46459,2025-11-12,2025-11-15,2025-11-15,Carrier C,11.85
46460,46460,2025-11-13,2025-11-15,2025-11-15,Carrier B,40.54
46461,46461,2025-11-13,2025-11-16,2025-11-16,Carrier C,76.33
46462,46462,2025-11-12,2025-11-14,2025-11-14,Carrier C,43.63
46463,46463,2025-11-12,2025-11-18,2025-11-18,Carrier C,17.59
46464,46464,2025-11-13,2025-11-15,2025-11-15,Carrier D,10.95
46465,46465,2025-11-12,2025-11-19,2025-11-19,Carrier A,83.0
46466,46466,2025-11-12,2025-11-18,2025-11-18,Carrier A,68.5
46467,46467,2025-11-11,2025-11-15,2025-11-15,Carrier B,76.6
46468,46468,2025-11-13,2025-11-16,2025-11-17,Carrier A,20.84
46469,46469,2025-11-12,2025-11-15,2025-11-15,Carrier D,7.2
46470,46470,2025-11-12,2025-11-19,2025-11-19,Carrier A,72.69
46471,46471,2025-11-13,2025-11-16,2025-11-16,Carrier D,64.38
46472,46472,2025-11-13,2025-11-16,2025-11-16,Carrier B,12.18
46473,46473,2025-11-12,2025-11-14,2025-11-16,Carrier D,69.53
46474,46474,2025-11-11,2025-11-14,2025-11-14,Carrier A,83.61
46475,46475,2025-11-12,2025-11-16,2025-11-15,Carrier C,63.84
46476,46476,2025-11-12,2025-11-14,2025-11-15,Carrier A,25.57
46477,46477,2025-11-13,2025-11-17,2025-11-17,Carrier C,6.91
46478,46478,2025-11-13,2025-11-14,2025-11-13,Carrier A,66.31
46479,46479,2025-11-11,2025-11-17,,Carrier B,42.12
46480,46480,2025-11-11,2025-11-18,,Carrier A,28.31
46481,46481,2025-11-13,2025-11-15,2025-11-18,Carrier B,10.39
46482,46482,2025-11-11,2025-11-14,2025-11-16,Carrier D,70.71
46483,46483,2025-11-12,2025-11-17,2025-11-17,Carrier A,10.82
46484,46484,2025-11-13,2025-11-18,2025-11-20,Carrier D,80.86
46485,46485,2025-11-13,2025-11-15,2025-11-17,Carrier C,79.76
46486,46486,2025-11-11,2025-11-17,2025-11-16,Carrier C,40.8
46487,46487,2025-11-13,2025-11-19,2025-11-19,Carrier A,25.59
46488,46488,2025-11-13,2025-11-19,2025-11-20,Carrier C,79.59
46489,46489,2025-11-11,2025-11-18,2025-11-21,Carrier B,67.71
46490,46490,2025-11-11,2025-11-18,2025-11-19,Carrier C,84.12
46491,46491,2025-11-13,2025-11-17,2025-11-19,Carrier A,83.76
46492,46492,2025-11-13,2025-11-15,2025-11-15,Carrier C,79.47
46493,46493,2025-11-13,2025-11-19,2025-11-22,Carrier D,18.22
46494,46494,2025-11-12,2025-11-19,2025-11-19,Carrier B,51.04
46495,46495,2025-11-13,2025-11-18,,Carrier B,56.52
46496,46496,2025-11-13,2025-11-14,2025-11-14,Carrier D,54.94
46497,46497,2025-11-13,2025-11-14,2025-11-14,Carrier D,56.89
46498,46498,2025-11-11,2025-11-14,2025-11-14,Carrier B,13.73
46499,46499,2025-11-12,2025-11-14,2025-11-19,Carrier D,31.87
46500,46500,2025-11-13,2025-11-19,2025-11-19,Carrier A,58.41
46501,46501,2025-11-12,2025-11-16,2025-11-18,Carrier B,79.89
46502,46502,2025-11-12,2025-11-14,2025-11-14,Carrier B,31.01
46503,46503,2025-11-11,2025-11-14,2025-11-14,Carrier C,69.26
46504,46504,2025-11-13,2025-11-18,2025-11-20,Carrier B,51.85
46505,46505,2025-11-12,2025-11-17,2025-11-17,Carrier B,68.67
46506,46506,2025-11-13,2025-11-16,2025-11-16,Carrier C,54.55
46507,46507,2025-11-12,2025-11-18,2025-11-18,Carrier A,75.66
46508,46508,2025-11-12,2025-11-18,2025-11-18,Carrier D,66.26
46509,46509,2025-11-11,2025-11-17,2025-11-20,Carrier B,10.11
46510,46510,2025-11-11,2025-11-18,2025-11-21,Carrier B,40.3
46511,46511,2025-11-13,2025-11-15,2025-11-15,Carrier A,69.06
46512,46512,2025-11-12,2025-11-16,2025-11-16,Carrier C,21.66
46513,46513,2025-11-12,2025-11-16,2025-11-16,Carrier B,17.31
46514,46514,2025-11-11,2025-11-17,2025-11-17,Carrier A,80.21
46515,46515,2025-11-11,2025-11-19,2025-11-19,Carrier B,27.71
46516,46516,2025-11-13,2025-11-17,2025-11-17,Carrier C,16.26
46517,46517,2025-11-13,2025-11-18,2025-11-18,Carrier D,70.76
46518,46518,2025-11-12,2025-11-15,2025-11-15,Carrier C,18.04
46519,46519,2025-11-14,2025-11-17,2025-11-15,Carrier B,22.88
46520,46520,2025-11-12,2025-11-18,2025-11-17,Carrier B,18.01
46521,46521,2025-11-13,2025-11-18,2025-11-18,Carrier D,44.53
46522,46522,2025-11-13,2025-11-18,2025-11-18,Carrier C,35.05
46523,46523,2025-11-12,2025-11-17,2025-11-22,Carrier B,8.79
46524,46524,2025-11-14,2025-11-19,2025-11-19,Carrier D,55.32
46525,46525,2025-11-13,2025-11-18,2025-11-21,Carrier B,63.09
46526,46526,2025-11-12,2025-11-18,2025-11-18,Carrier D,55.66
46527,46527,2025-11-12,2025-11-17,2025-11-19,Carrier D,61.08
46528,46528,2025-11-13,2025-11-17,2025-11-17,Carrier A,16.8
46529,46529,2025-11-12,2025-11-20,2025-11-23,Carrier A,41.85
46530,46530,2025-11-12,2025-11-17,2025-11-17,Carrier D,55.06
46531,46531,2025-11-14,2025-11-18,2025-11-17,Carrier B,54.99
46532,46532,2025-11-14,2025-11-18,,Carrier B,11.17
46533,46533,2025-11-12,2025-11-19,2025-11-19,Carrier A,57.13
46534,46534,2025-11-14,2025-11-18,2025-11-18,Carrier A,7.65
46535,46535,2025-11-13,2025-11-16,2025-11-16,Carrier D,76.25
46536,46536,2025-11-13,2025-11-19,2025-11-19,Carrier A,56.21
46537,46537,2025-11-12,2025-11-16,2025-11-16,Carrier C,59.95
46538,46538,2025-11-13,2025-11-20,,Carrier C,63.87
46539,46539,2025-11-12,2025-11-18,2025-11-23,Carrier B,44.6
46540,46540,2025-11-14,2025-11-20,,Carrier D,70.52
46541,46541,2025-11-13,2025-11-18,2025-11-18,Carrier B,61.45
46542,46542,2025-11-13,2025-11-19,2025-11-19,Carrier D,49.3
46543,46543,2025-11-12,2025-11-15,,Carrier D,65.62
46544,46544,2025-11-14,2025-11-18,2025-11-21,Carrier C,24.25
46545,46545,2025-11-14,2025-11-17,2025-11-20,Carrier A,77.54
46546,46546,2025-11-12,2025-11-19,2025-11-26,Carrier B,23.24
46547,46547,2025-11-13,2025-11-20,2025-11-20,Carrier D,71.95
46548,46548,2025-11-13,2025-11-15,2025-11-15,Carrier A,11.6
46549,46549,2025-11-13,2025-11-18,2025-11-21,Carrier B,53.26
46550,46550,2025-11-14,2025-11-15,2025-11-15,Carrier D,22.26
46551,46551,2025-11-12,2025-11-15,2025-11-15,Carrier D,62.37
46552,46552,2025-11-13,2025-11-16,2025-11-16,Carrier C,78.87
46553,46553,2025-11-13,2025-11-17,2025-11-17,Carrier C,59.81
46554,46554,2025-11-14,2025-11-16,2025-11-23,Carrier A,9.61
46555,46555,2025-11-12,2025-11-15,2025-11-15,Carrier D,18.67
46556,46556,2025-11-14,2025-11-20,2025-11-20,Carrier B,67.7
46557,46557,2025-11-14,2025-11-20,2025-11-20,Carrier B,28.66
46558,46558,2025-11-12,2025-11-18,2025-11-18,Carrier A,11.69
46559,46559,2025-11-14,2025-11-18,2025-11-18,Carrier B,64.02
46560,46560,2025-11-13,2025-11-18,2025-11-23,Carrier A,21.94
46561,46561,2025-11-12,2025-11-15,2025-11-15,Carrier D,30.0
46562,46562,2025-11-14,2025-11-20,2025-11-23,Carrier A,23.86
46563,46563,2025-11-12,2025-11-17,2025-11-18,Carrier D,38.11
46564,46564,2025-11-14,2025-11-16,2025-11-16,Carrier B,74.99
46565,46565,2025-11-13,2025-11-16,2025-11-16,Carrier C,16.58
46566,46566,2025-11-12,2025-11-19,2025-11-19,Carrier A,50.23
46567,46567,2025-11-13,2025-11-18,2025-11-18,Carrier D,31.84
46568,46568,2025-11-14,2025-11-15,2025-11-18,Carrier C,45.26
46569,46569,2025-11-12,2025-11-15,2025-11-15,Carrier B,41.98
46570,46570,2025-11-14,2025-11-20,2025-11-21,Carrier D,71.98
46571,46571,2025-11-13,2025-11-15,2025-11-15,Carrier C,66.12
46572,46572,2025-11-13,2025-11-20,2025-11-21,Carrier C,12.08
46573,46573,2025-11-14,2025-11-18,2025-11-16,Carrier C,6.57
46574,46574,2025-11-14,2025-11-18,2025-11-17,Carrier B,13.54
46575,46575,2025-11-14,2025-11-17,,Carrier A,51.62
46576,46576,2025-11-13,2025-11-19,2025-11-19,Carrier D,80.26
46577,46577,2025-11-13,2025-11-15,,Carrier C,28.69
46578,46578,2025-11-13,2025-11-15,2025-11-15,Carrier B,47.66
46579,46579,2025-11-12,2025-11-16,2025-11-16,Carrier A,16.0
46580,46580,2025-11-12,2025-11-19,2025-11-19,Carrier D,60.25
46581,46581,2025-11-13,2025-11-16,2025-11-15,Carrier D,19.0
46582,46582,2025-11-14,2025-11-19,2025-11-19,Carrier B,8.75
46583,46583,2025-11-12,2025-11-16,2025-11-23,Carrier B,23.8
46584,46584,2025-11-12,2025-11-19,2025-11-19,Carrier D,68.31
46585,46585,2025-11-12,2025-11-15,2025-11-15,Carrier C,73.12
46586,46586,2025-11-12,2025-11-15,2025-11-15,Carrier A,82.29
46587,46587,2025-11-12,2025-11-15,2025-11-16,Carrier B,16.43
46588,46588,2025-11-14,2025-11-18,2025-11-18,Carrier D,13.4
46589,46589,2025-11-14,2025-11-21,2025-11-19,Carrier A,25.8
46590,46590,2025-11-13,2025-11-20,2025-11-20,Carrier D,55.49
46591,46591,2025-11-14,2025-11-16,2025-11-16,Carrier A,50.35
46592,46592,2025-11-15,2025-11-19,2025-11-19,Carrier D,42.29
46593,46593,2025-11-15,2025-11-16,2025-11-16,Carrier B,34.33
46594,46594,2025-11-15,2025-11-18,2025-11-25,Carrier B,75.49
46595,46595,2025-11-14,2025-11-21,2025-11-23,Carrier D,60.01
46596,46596,2025-11-14,2025-11-18,2025-11-18,Carrier C,23.58
46597,46597,2025-11-15,2025-11-21,2025-11-28,Carrier C,70.56
46598,46598,2025-11-14,2025-11-19,2025-11-19,Carrier C,44.47
46599,46599,2025-11-13,2025-11-21,2025-11-21,Carrier C,5.32
46600,46600,2025-11-13,2025-11-17,2025-11-16,Carrier C,73.75
46601,46601,2025-11-15,2025-11-17,2025-11-15,Carrier D,77.89
46602,46602,2025-11-14,2025-11-18,2025-11-20,Carrier C,10.83
46603,46603,2025-11-14,2025-11-21,2025-11-21,Carrier A,66.04
46604,46604,2025-11-13,2025-11-19,2025-11-19,Carrier A,43.42
46605,46605,2025-11-14,2025-11-19,2025-11-19,Carrier D,60.76
46606,46606,2025-11-14,2025-11-16,2025-11-16,Carrier B,58.65
46607,46607,2025-11-13,2025-11-16,2025-11-17,Carrier D,47.99
46608,46608,2025-11-14,2025-11-18,2025-11-21,Carrier C,69.94
46609,46609,2025-11-15,2025-11-18,2025-11-18,Carrier D,41.8
46610,46610,2025-11-15,2025-11-19,2025-11-24,Carrier C,47.92
46611,46611,2025-11-14,2025-11-19,2025-11-19,Carrier B,40.41
46612,46612,2025-11-15,2025-11-17,2025-11-17,Carrier B,78.98
46613,46613,2025-11-15,2025-11-20,2025-11-20,Carrier D,43.58
46614,46614,2025-11-13,2025-11-18,2025-11-18,Carrier D,39.62
46615,46615,2025-11-14,2025-11-21,2025-11-24,Carrier D,35.1
46616,46616,2025-11-14,2025-11-20,2025-11-20,Carrier A,83.74
46617,46617,2025-11-14,2025-11-20,2025-11-20,Carrier C,50.64
46618,46618,2025-11-13,2025-11-21,2025-11-21,Carrier A,40.23
46619,46619,2025-11-13,2025-11-18,2025-11-19,Carrier C,78.65
46620,46620,2025-11-13,2025-11-20,2025-11-20,Carrier B,80.52
46621,46621,2025-11-15,2025-11-19,2025-11-19,Carrier A,16.01
46622,46622,2025-11-14,2025-11-21,2025-11-24,Carrier C,54.35
46623,46623,2025-11-13,2025-11-20,2025-11-20,Carrier A,9.38
46624,46624,2025-11-15,2025-11-21,2025-11-19,Carrier B,12.38
46625,46625,2025-11-14,2025-11-17,2025-11-18,Carrier C,57.44
46626,46626,2025-11-14,2025-11-20,2025-11-23,Carrier D,5.02
46627,46627,2025-11-13,2025-11-17,2025-11-16,Carrier D,67.68
46628,46628,2025-11-13,2025-11-16,2025-11-16,Carrier A,69.31
46629,46629,2025-11-15,2025-11-20,2025-11-27,Carrier C,45.68
46630,46630,2025-11-14,2025-11-21,2025-11-22,Carrier C,29.89
46631,46631,2025-11-14,2025-11-16,,Carrier C,62.65
46632,46632,2025-11-13,2025-11-18,2025-11-18,Carrier A,47.65
46633,46633,2025-11-14,2025-11-18,2025-11-18,Carrier B,32.78
46634,46634,2025-11-14,2025-11-21,,Carrier D,64.56
46635,46635,2025-11-15,2025-11-16,2025-11-16,Carrier B,9.46
46636,46636,2025-11-14,2025-11-16,2025-11-18,Carrier B,5.18
46637,46637,2025-11-14,2025-11-16,2025-11-16,Carrier D,72.57
46638,46638,2025-11-13,2025-11-17,2025-11-17,Carrier C,64.67
46639,46639,2025-11-15,2025-11-18,,Carrier C,27.13
46640,46640,2025-11-15,2025-11-19,,Carrier D,23.95
46641,46641,2025-11-14,2025-11-18,2025-11-20,Carrier D,24.99
46642,46642,2025-11-14,2025-11-16,2025-11-16,Carrier D,68.74
46643,46643,2025-11-13,2025-11-20,2025-11-20,Carrier C,31.94
46644,46644,2025-11-14,2025-11-18,2025-11-18,Carrier A,36.75
46645,46645,2025-11-15,2025-11-21,2025-11-21,Carrier C,36.9
46646,46646,2025-11-14,2025-11-18,2025-11-18,Carrier C,56.3
46647,46647,2025-11-14,2025-11-21,2025-11-21,Carrier B,6.45
46648,46648,2025-11-15,2025-11-18,2025-11-17,Carrier B,43.69
46649,46649,2025-11-13,2025-11-21,2025-11-21,Carrier D,33.66
46650,46650,2025-11-13,2025-11-21,,Carrier C,74.58
46651,46651,2025-11-14,2025-11-16,2025-11-18,Carrier D,22.58
46652,46652,2025-11-13,2025-11-21,2025-11-21,Carrier D,68.45
46653,46653,2025-11-16,2025-11-18,2025-11-20,Carrier C,30.6
46654,46654,2025-11-16,2025-11-17,2025-11-17,Carrier C,17.48
46655,46655,2025-11-16,2025-11-22,,Carrier A,17.22
46656,46656,2025-11-15,2025-11-19,2025-11-19,Carrier D,9.09
46657,46657,2025-11-15,2025-11-17,2025-11-24,Carrier A,42.12
46658,46658,2025-11-16,2025-11-19,2025-11-19,Carrier D,46.06
46659,46659,2025-11-15,2025-11-17,2025-11-17,Carrier B,80.05
46660,46660,2025-11-14,2025-11-20,2025-11-20,Carrier D,9.07
46661,46661,2025-11-15,2025-11-19,2025-11-19,Carrier B,39.9
46662,46662,2025-11-14,2025-11-17,2025-11-18,Carrier D,55.19
46663,46663,2025-11-15,2025-11-18,2025-11-18,Carrier A,29.76
46664,46664,2025-11-16,2025-11-21,2025-11-21,Carrier A,46.91
46665,46665,2025-11-15,2025-11-21,2025-11-23,Carrier C,45.45
46666,46666,2025-11-14,2025-11-22,2025-11-22,Carrier D,35.86
46667,46667,2025-11-14,2025-11-17,2025-11-17,Carrier C,65.27
46668,46668,2025-11-15,2025-11-18,2025-11-23,Carrier A,59.28
46669,46669,2025-11-14,2025-11-18,2025-11-16,Carrier A,16.63
46670,46670,2025-11-15,2025-11-19,2025-11-19,Carrier D,40.98
46671,46671,2025-11-14,2025-11-20,2025-11-20,Carrier B,66.16
46672,46672,2025-11-15,2025-11-21,2025-11-26,Carrier C,77.27
46673,46673,2025-11-16,2025-11-20,2025-11-22,Carrier A,6.42
46674,46674,2025-11-15,2025-11-18,2025-11-18,Carrier D,71.94
46675,46675,2025-11-16,2025-11-17,2025-11-17,Carrier A,61.41
46676,46676,2025-11-14,2025-11-20,,Carrier D,20.59
46677,46677,2025-11-15,2025-11-21,2025-11-22,Carrier A,35.45
46678,46678,2025-11-16,2025-11-20,2025-11-20,Carrier C,42.33
46679,46679,2025-11-16,2025-11-17,,Carrier C,49.63
46680,46680,2025-11-15,2025-11-20,2025-11-23,Carrier A,51.61
46681,46681,2025-11-15,2025-11-20,2025-11-21,Carrier B,47.94
46682,46682,2025-11-15,2025-11-19,2025-11-22,Carrier C,37.14
46683,46683,2025-11-14,2025-11-22,2025-11-21,Carrier D,12.04
46684,46684,2025-11-14,2025-11-17,2025-11-18,Carrier C,74.29
46685,46685,2025-11-14,2025-11-17,2025-11-16,Carrier C,71.12
46686,46686,2025-11-16,2025-11-19,2025-11-19,Carrier C,39.16
46687,46687,2025-11-16,2025-11-21,,Carrier D,51.31
46688,46688,2025-11-14,2025-11-22,2025-11-22,Carrier A,12.77
46689,46689,2025-11-16,2025-11-21,2025-11-21,Carrier D,43.75
46690,46690,2025-11-14,2025-11-22,2025-11-22,Carrier B,70.33
46691,46691,2025-11-16,2025-11-18,2025-11-20,Carrier D,69.7
46692,46692,2025-11-15,2025-11-18,2025-11-19,Carrier D,50.7
46693,46693,2025-11-15,2025-11-17,2025-11-17,Carrier C,28.05
46694,46694,2025-11-16,2025-11-19,2025-11-24,Carrier D,60.78
46695,46695,2025-11-15,2025-11-18,2025-11-23,Carrier B,49.03
46696,46696,2025-11-16,2025-11-20,,Carrier C,34.55
46697,46697,2025-11-14,2025-11-19,2025-11-19,Carrier D,8.31
46698,46698,2025-11-15,2025-11-19,,Carrier D,76.24
46699,46699,2025-11-14,2025-11-21,2025-11-21,Carrier B,21.78
46700,46700,2025-11-15,2025-11-18,2025-11-19,Carrier D,21.18
46701,46701,2025-11-14,2025-11-22,2025-11-22,Carrier B,69.28
46702,46702,2025-11-15,2025-11-21,2025-11-21,Carrier A,37.81
46703,46703,2025-11-15,2025-11-18,2025-11-18,Carrier B,40.59
46704,46704,2025-11-16,2025-11-22,2025-11-22,Carrier B,33.9
46705,46705,2025-11-16,2025-11-20,2025-11-27,Carrier B,63.99
46706,46706,2025-11-16,2025-11-18,2025-11-18,Carrier A,84.02
46707,46707,2025-11-15,2025-11-20,2025-11-20,Carrier A,61.07
46708,46708,2025-11-14,2025-11-22,,Carrier C,28.46
46709,46709,2025-11-14,2025-11-19,2025-11-19,Carrier A,40.21
46710,46710,2025-11-14,2025-11-19,,Carrier C,34.86
46711,46711,2025-11-15,2025-11-19,2025-11-19,Carrier A,76.81
46712,46712,2025-11-14,2025-11-21,2025-11-21,Carrier C,30.81
46713,46713,2025-11-14,2025-11-19,2025-11-24,Carrier B,14.47
46714,46714,2025-11-16,2025-11-20,,Carrier A,72.79
46715,46715,2025-11-15,2025-11-21,2025-11-23,Carrier A,80.96
46716,46716,2025-11-15,2025-11-17,2025-11-17,Carrier B,5.28
46717,46717,2025-11-15,2025-11-21,2025-11-21,Carrier B,60.47
46718,46718,2025-11-16,2025-11-19,,Carrier D,6.08
46719,46719,2025-11-14,2025-11-19,2025-11-19,Carrier D,64.45
46720,46720,2025-11-16,2025-11-20,2025-11-20,Carrier A,79.43
46721,46721,2025-11-14,2025-11-22,2025-11-21,Carrier C,63.44
46722,46722,2025-11-14,2025-11-20,2025-11-20,Carrier A,21.66
46723,46723,2025-11-15,2025-11-22,2025-11-22,Carrier D,26.65
46724,46724,2025-11-15,2025-11-21,2025-11-21,Carrier D,48.88
46725,46725,2025-11-14,2025-11-18,2025-11-19,Carrier A,17.73
46726,46726,2025-11-14,2025-11-22,2025-11-24,Carrier D,68.46
46727,46727,2025-11-16,2025-11-18,2025-11-19,Carrier A,38.29
46728,46728,2025-11-15,2025-11-20,2025-11-19,Carrier B,60.09
46729,46729,2025-11-16,2025-11-19,,Carrier B,28.43
46730,46730,2025-11-16,2025-11-18,2025-11-18,Carrier C,56.37
46731,46731,2025-11-15,2025-11-19,2025-11-19,Carrier A,52.36
46732,46732,2025-11-14,2025-11-22,2025-11-22,Carrier D,75.69
46733,46733,2025-11-16,2025-11-21,,Carrier B,80.23
46734,46734,2025-11-16,2025-11-19,2025-11-26,Carrier C,18.42
46735,46735,2025-11-16,2025-11-21,2025-11-20,Carrier B,19.8
46736,46736,2025-11-16,2025-11-21,2025-11-21,Carrier A,43.04
46737,46737,2025-11-17,2025-11-21,2025-11-23,Carrier A,13.62
46738,46738,2025-11-15,2025-11-20,2025-11-20,Carrier C,54.5
46739,46739,2025-11-17,2025-11-18,2025-11-17,Carrier B,80.85
46740,46740,2025-11-15,2025-11-23,2025-11-23,Carrier C,46.42
46741,46741,2025-11-17,2025-11-19,2025-11-24,Carrier D,77.04
46742,46742,2025-11-15,2025-11-20,2025-11-20,Carrier D,39.39
46743,46743,2025-11-15,2025-11-20,2025-11-19,Carrier D,48.06
46744,46744,2025-11-16,2025-11-20,2025-11-20,Carrier B,37.61
46745,46745,2025-11-15,2025-11-18,2025-11-18,Carrier C,65.79
46746,46746,2025-11-17,2025-11-22,2025-11-24,Carrier B,46.21
46747,46747,2025-11-16,2025-11-20,2025-11-20,Carrier C,32.97
46748,46748,2025-11-17,2025-11-21,2025-11-21,Carrier A,57.32
46749,46749,2025-11-16,2025-11-23,2025-11-23,Carrier A,49.24
46750,46750,2025-11-15,2025-11-18,2025-11-21,Carrier C,27.97
46751,46751,2025-11-16,2025-11-22,2025-11-22,Carrier B,66.46
46752,46752,2025-11-15,2025-11-19,2025-11-19,Carrier D,52.33
46753,46753,2025-11-17,2025-11-22,2025-11-22,Carrier C,66.85
46754,46754,2025-11-16,2025-11-19,2025-11-21,Carrier A,29.19
46755,46755,2025-11-16,2025-11-21,,Carrier A,54.4
46756,46756,2025-11-17,2025-11-18,,Carrier C,34.36
46757,46757,2025-11-15,2025-11-20,2025-11-20,Carrier A,11.3
46758,46758,2025-11-16,2025-11-23,2025-11-26,Carrier B,54.36
46759,46759,2025-11-17,2025-11-20,2025-11-19,Carrier D,27.74
46760,46760,2025-11-17,2025-11-18,2025-11-18,Carrier B,70.93
46761,46761,2025-11-15,2025-11-18,2025-11-18,Carrier B,22.05
46762,46762,2025-11-17,2025-11-22,2025-11-22,Carrier C,20.09
46763,46763,2025-11-17,2025-11-21,2025-11-26,Carrier C,58.1
46764,46764,2025-11-15,2025-11-19,2025-11-19,Carrier D,40.38
46765,46765,2025-11-15,2025-11-18,2025-11-19,Carrier B,80.76
46766,46766,2025-11-16,2025-11-22,2025-11-20,Carrier B,62.26
46767,46767,2025-11-17,2025-11-19,2025-11-19,Carrier D,74.18
46768,46768,2025-11-17,2025-11-23,2025-11-23,Carrier A,23.39
46769,46769,2025-11-16,2025-11-19,,Carrier C,62.77
46770,46770,2025-11-17,2025-11-22,2025-11-24,Carrier A,55.66
46771,46771,2025-11-15,2025-11-18,,Carrier D,21.9
46772,46772,2025-11-16,2025-11-19,2025-11-19,Carrier A,82.84
46773,46773,2025-11-16,2025-11-19,2025-11-19,Carrier C,6.04
46774,46774,2025-11-16,2025-11-19,2025-11-18,Carrier B,65.01
46775,46775,2025-11-15,2025-11-19,2025-11-19,Carrier C,36.06
46776,46776,2025-11-17,2025-11-21,2025-11-21,Carrier A,41.64
46777,46777,2025-11-16,2025-11-22,2025-11-22,Carrier A,52.97
46778,46778,2025-11-15,2025-11-22,2025-11-27,Carrier D,80.02
46779,46779,2025-11-16,2025-11-20,2025-11-23,Carrier A,25.01
46780,46780,2025-11-16,2025-11-22,2025-11-22,Carrier B,81.72
46781,46781,2025-11-17,2025-11-23,2025-11-23,Carrier B,49.18
46782,46782,2025-11-17,2025-11-18,2025-11-18,Carrier C,44.98
46783,46783,2025-11-17,2025-11-18,2025-11-20,Carrier D,34.16
46784,46784,2025-11-15,2025-11-19,2025-11-19,Carrier D,58.02
46785,46785,2025-11-15,2025-11-22,2025-11-22,Carrier B,64.08
46786,46786,2025-11-15,2025-11-20,2025-11-19,Carrier D,14.56
46787,46787,2025-11-15,2025-11-23,2025-11-23,Carrier B,82.55
46788,46788,2025-11-17,2025-11-18,2025-11-18,Carrier B,54.87
46789,46789,2025-11-17,2025-11-18,2025-11-18,Carrier C,73.45
46790,46790,2025-11-15,2025-11-20,2025-11-20,Carrier A,70.37
46791,46791,2025-11-16,2025-11-20,2025-11-19,Carrier D,72.57
46792,46792,2025-11-16,2025-11-18,2025-11-18,Carrier C,71.86
46793,46793,2025-11-15,2025-11-23,2025-11-26,Carrier B,25.03
46794,46794,2025-11-15,2025-11-22,2025-11-22,Carrier B,66.49
46795,46795,2025-11-15,2025-11-23,2025-11-22,Carrier B,67.8
